1,1,3
2,2,18
3,3,31
4,4,32
5,5,22
6,6,30
7,7,39
8,8,13
9,9,11
10,10,46
11,11,49
12,12,30
13,13,43
14,14,28
15,15,18
16,16,21
17,17,50
18,18,5
19,19,6
20,20,29
21,21,10
22,22,7
23,23,61
24,24,23
25,25,44
26,26,25
27,27,39
28,28,5
29,29,26
30,30,58
31,31,28
32,32,5
33,33,48
34,34,8
35,35,36
36,36,10
37,37,52
38,38,61
39,39,51
40,40,2
41,41,69
42,42,26
43,43,11
44,44,15
45,45,62
46,46,20
47,47,11
48,48,17
49,49,26
50,50,23
51,51,60
52,52,36
53,53,31
54,54,54
55,55,19
56,56,45
57,57,60
58,58,47
59,59,56
60,60,65
61,61,29
62,62,22
63,63,3
64,64,63
65,65,51
66,66,15
67,67,66
68,68,30
69,69,4
70,70,30
71,71,9
72,72,8
73,73,69
74,74,3
75,75,30
76,76,10
77,77,2
78,78,67
79,79,34
80,80,41
81,81,35
82,82,46
83,83,31
84,84,19
85,85,40
86,86,21
87,87,4
88,88,61
89,89,28
90,90,55
91,91,50
92,92,20
93,93,8
94,94,30
95,95,28
96,96,37
97,97,33
98,98,10
99,99,39
100,100,35
101,101,39
102,102,64
103,103,22
104,104,42
105,105,27
106,106,26
107,107,56
108,108,32
109,109,4
110,110,68
111,111,54
112,112,54
113,113,19
114,114,17
115,115,12
116,116,31
117,117,35
118,118,28
119,119,48
120,120,65
121,121,9
122,122,9
123,123,36
124,124,53
125,125,9
126,126,6
127,127,60
128,128,65
129,129,23
130,130,22
131,131,36
132,132,3
133,133,44
134,134,2
135,135,51
136,136,27
137,137,42
138,138,47
139,139,66
140,140,30
141,141,25
142,142,40
143,143,12
144,144,32
145,145,69
146,146,61
147,147,44
148,148,57
149,149,40
150,150,41
151,151,35
152,152,3
153,153,38
154,154,45
155,155,29
156,156,61
157,157,48
158,158,56
159,159,42
160,160,56
161,161,55
162,162,6
163,163,28
164,164,54
165,165,34
166,166,66
167,167,41
168,168,36
169,169,8
170,170,10
171,171,7
172,172,16
173,173,17
174,174,15
175,175,42
176,176,48
177,177,16
178,178,61
179,179,38
180,180,68
181,181,31
182,182,62
183,183,54
184,184,2
185,185,20
186,186,55
187,187,12
188,188,33
189,189,54
190,190,37
191,191,56
192,192,52
193,193,36
194,194,21
195,195,36
196,196,23
197,197,52
198,198,31
199,199,53
200,200,4
201,201,58
202,202,62
203,203,52
204,204,7
205,205,3
206,206,25
207,207,10
208,208,17
209,209,9
210,210,54
211,211,56
212,212,56
213,213,9
214,214,25
215,215,24
216,216,48
217,217,13
218,218,1
219,219,62
220,220,57
221,221,1
222,222,21
223,223,70
224,224,59
225,225,47
226,226,42
227,227,32
228,228,9
229,229,19
230,230,20
231,231,3
232,232,56
233,233,9
234,234,50
235,235,70
236,236,31
237,237,37
238,238,46
239,239,19
240,240,6
241,241,44
242,242,66
243,243,41
244,244,14
245,245,46
246,246,53
247,247,18
248,248,66
249,249,47
250,250,62
251,251,17
252,252,46
253,253,55
254,254,59
255,255,8
256,256,7
257,257,1
258,258,52
259,259,49
260,260,23
261,261,25
262,262,61
263,263,24
264,264,60
265,265,42
266,266,50
267,267,1
268,268,63
269,269,64
270,270,19
271,271,67
272,272,39
273,273,45
274,274,30
275,275,50
276,276,45
277,277,23
278,278,16
279,279,60
280,280,41
281,281,20
282,282,27
283,283,45
284,284,52
285,285,38
286,286,36
287,287,39
288,288,30
289,289,51
290,290,45
291,291,62
292,292,38
293,293,33
294,294,52
295,295,5
296,296,23
297,297,1
298,298,27
299,299,18
300,300,45
301,301,55
302,302,40
303,303,11
304,304,46
305,305,63
306,306,56
307,307,38
308,308,43
309,309,34
310,310,38
311,311,23
312,312,10
313,313,56
314,314,64
315,315,66
316,316,20
317,317,11
318,318,50
319,319,66
320,320,60
321,321,57
322,322,21
323,323,40
324,324,28
325,325,32
326,326,56
327,327,43
328,328,57
329,329,55
330,330,49
331,331,59
332,332,6
333,333,24
334,334,11
335,335,21
336,336,38
337,337,46
338,338,43
339,339,49
340,340,56
341,341,61
342,342,63
343,343,66
344,344,62
345,345,34
346,346,43
347,347,22
348,348,20
349,349,38
350,350,39
351,351,31
352,352,22
353,353,40
354,354,52
355,355,21
356,356,64
357,357,27
358,358,44
359,359,40
360,360,54
361,361,64
362,362,49
363,363,38
364,364,56
365,365,51
366,366,67
367,367,3
368,368,46
369,369,29
370,370,19
371,371,45
372,372,11
373,373,36
374,374,61
375,375,33
376,376,40
377,377,36
378,378,8
379,379,41
380,380,55
381,381,59
382,382,37
383,383,67
384,384,31
385,385,26
386,386,61
387,387,16
388,388,21
389,389,9
390,390,20
391,391,63
392,392,13
393,393,70
394,394,5
395,395,32
396,396,68
397,397,60
398,398,69
399,399,69
400,400,32
401,401,7
402,402,54
403,403,47
404,404,26
405,405,41
406,406,28
407,407,56
408,408,45
409,409,58
410,410,8
411,411,37
412,412,52
413,413,15
414,414,31
415,415,37
416,416,20
417,417,7
418,418,49
419,419,8
420,420,52
421,421,58
422,422,2
423,423,9
424,424,43
425,425,30
426,426,22
427,427,5
428,428,31
429,429,49
430,430,62
431,431,15
432,432,62
433,433,31
434,434,68
435,435,70
436,436,5
437,437,33
438,438,5
439,439,48
440,440,38
441,441,21
442,442,30
443,443,37
444,444,49
445,445,1
446,446,6
447,447,21
448,448,44
449,449,33
450,450,63
451,451,69
452,452,31
453,453,54
454,454,31
455,455,57
456,456,40
457,457,54
458,458,65
459,459,29
460,460,5
461,461,66
462,462,23
463,463,55
464,464,43
465,465,21
466,466,14
467,467,30
468,468,10
469,469,25
470,470,8
471,471,8
472,472,64
473,473,19
474,474,65
475,475,56
476,476,33
477,477,56
478,478,47
479,479,45
480,480,46
481,481,55
482,482,36
483,483,8
484,484,56
485,485,27
486,486,13
487,487,40
488,488,46
489,489,63
490,490,66
491,491,18
492,492,54
493,493,58
494,494,66
495,495,46
496,496,47
497,497,59
498,498,19
499,499,21
500,500,18
501,501,41
502,502,49
503,503,54
504,504,55
505,505,23
506,506,49
507,507,60
508,508,63
509,509,44
510,510,37
511,511,18
512,512,11
513,513,16
514,514,60
515,515,12
516,516,67
517,517,33
518,518,41
519,519,36
520,520,13
521,521,30
522,522,38
523,523,34
524,524,68
525,525,55
526,526,18
527,527,43
528,528,50
529,529,16
530,530,58
531,531,66
532,532,44
533,533,47
534,534,2
535,535,53
536,536,14
537,537,61
538,538,64
539,539,62
540,540,9
541,541,70
542,542,51
543,543,17
544,544,62
545,545,32
546,546,5
547,547,17
548,548,40
549,549,24
550,550,7
551,551,28
552,552,5
553,553,40
554,554,28
555,555,60
556,556,42
557,557,60
558,558,45
559,559,34
560,560,40
561,561,51
562,562,52
563,563,37
564,564,2
565,565,30
566,566,5
567,567,34
568,568,21
569,569,15
570,570,38
571,571,33
572,572,56
573,573,64
574,574,51
575,575,1
576,576,18
577,577,63
578,578,26
579,579,41
580,580,44
581,581,20
582,582,8
583,583,41
584,584,63
585,585,19
586,586,59
587,587,69
588,588,64
589,589,16
590,590,60
591,591,44
592,592,64
593,593,6
594,594,29
595,595,55
596,596,12
597,597,13
598,598,25
599,599,9
600,600,15
601,601,64
602,602,22
603,603,26
604,604,29
605,605,36
606,606,8
607,607,47
608,608,28
609,609,14
610,610,48
611,611,16
612,612,8
613,613,40
614,614,62
615,615,14
616,616,65
617,617,64
618,618,25
619,619,37
620,620,61
621,621,12
622,622,63
623,623,57
624,624,8
625,625,17
626,626,56
627,627,13
628,628,61
629,629,18
630,630,55
631,631,40
632,632,51
633,633,30
634,634,52
635,635,50
636,636,4
637,637,35
638,638,55
639,639,28
640,640,24
641,641,39
642,642,24
643,643,11
644,644,18
645,645,57
646,646,17
647,647,6
648,648,25
649,649,10
650,650,63
651,651,35
652,652,66
653,653,42
654,654,6
655,655,7
656,656,68
657,657,30
658,658,7
659,659,16
660,660,68
661,661,55
662,662,46
663,663,42
664,664,18
665,665,12
666,666,28
667,667,28
668,668,55
669,669,53
670,670,40
671,671,48
672,672,27
673,673,27
674,674,12
675,675,37
676,676,12
677,677,62
678,678,49
679,679,41
680,680,5
681,681,53
682,682,14
683,683,14
684,684,19
685,685,65
686,686,12
687,687,38
688,688,29
689,689,47
690,690,65
691,691,62
692,692,67
693,693,3
694,694,40
695,695,42
696,696,28
697,697,58
698,698,63
699,699,69
700,700,46
701,701,40
702,702,35
703,703,25
704,704,46
705,705,11
706,706,34
707,707,22
708,708,13
709,709,24
710,710,37
711,711,15
712,712,19
713,713,7
714,714,25
715,715,42
716,716,44
717,717,20
718,718,48
719,719,30
720,720,20
721,721,13
722,722,28
723,723,6
724,724,3
725,725,35
726,726,22
727,727,24
728,728,34
729,729,59
730,730,62
731,731,16
732,732,5
733,733,64
734,734,28
735,735,12
736,736,60
737,737,6
738,738,46
739,739,35
740,740,3
741,741,43
742,742,25
743,743,57
744,744,10
745,745,38
746,746,22
747,747,28
748,748,30
749,749,56
750,750,42
751,751,17
752,752,9
753,753,42
754,754,41
755,755,58
756,756,58
757,757,65
758,758,64
759,759,47
760,760,31
761,761,55
762,762,17
763,763,21
764,764,1
765,765,40
766,766,55
767,767,62
768,768,38
769,769,6
770,770,8
771,771,1
772,772,16
773,773,57
774,774,61
775,775,26
776,776,12
777,777,13
778,778,29
779,779,47
780,780,45
781,781,15
782,782,43
783,783,56
784,784,52
785,785,52
786,786,61
787,787,68
788,788,28
789,789,51
790,790,19
791,791,2
792,792,40
793,793,25
794,794,65
795,795,13
796,796,1
797,797,13
798,798,6
799,799,66
800,800,30
801,801,42
802,802,66
803,803,58
804,804,7
805,805,35
806,806,12
807,807,53
808,808,58
809,809,2
810,810,4
811,811,3
812,812,23
